TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0110,87,5,1220,3497,0,58,1,X,12,2024
1,0111,39,5,1220,14462,0,134,1,X,12,2024
1,0111,44,5,1220,55456,0,354,1,X,12,2024
1,0111,73,5,1220,4076,0,46,1,X,12,2024
1,0111,84,5,1220,2846,0,23,1,X,12,2024
1,0112,84,5,1220,28336,0,555,2,X,12,2024
1,0115,03,5,1220,11112660,0,201846,1,X,12,2024
1,0115,03,5,1220,1356594,0,18596,2,X,12,2024
1,0115,05,5,1220,383650,0,10268,1,X,12,2024
1,0115,06,5,1220,4100,0,80,1,X,12,2024
1,0115,08,5,1220,1492925,0,41682,1,X,12,2024
1,0115,08,5,1220,564615,0,17293,2,X,12,2024
1,0115,09,5,1220,20375,0,397,2,X,12,2024
1,0115,11,5,1220,114792,0,7223,1,X,12,2024
1,0115,12,5,1220,29204,0,3158,1,X,12,2024
1,0115,12,5,1220,43866,0,109,2,X,12,2024
1,0115,13,5,1220,46022,0,863,1,X,12,2024
1,0115,17,5,1220,40905,0,3157,1,X,12,2024
1,0115,18,5,1220,94883,0,2543,1,X,12,2024
1,0115,19,5,1220,240723,0,6476,1,X,12,2024
1,0115,19,5,1220,3824,0,3,2,X,12,2024
1,0115,20,5,1220,168883,0,7381,1,X,12,2024
1,0115,20,5,1220,4973,0,4,2,X,12,2024
1,0115,21,5,1220,303686,0,298,1,X,12,2024
1,0115,22,5,1220,44393,0,1993,1,X,12,2024
1,0115,23,5,1220,79175,0,3725,1,X,12,2024
1,0115,24,5,1220,5727,0,112,1,X,12,2024
1,0115,25,5,1220,77481,0,2087,1,X,12,2024
1,0115,25,5,1220,2624,0,124,2,X,12,2024
1,0115,26,5,1220,19586,0,296,1,X,12,2024
1,0115,27,5,1220,351721,0,6880,1,X,12,2024
1,0115,27,5,1220,18811,0,1311,2,X,12,2024
1,0115,27,7,1220,1385695,0,0,1,X,12,2024
1,0115,28,5,1220,179804,0,10137,1,X,12,2024
1,0115,28,5,1220,2900,0,2,2,X,12,2024
1,0115,29,5,1220,87517,0,5524,1,X,12,2024
1,0115,29,5,1220,163520,0,1895,2,X,12,2024
1,0115,30,5,1220,38085,0,185,1,X,12,2024
1,0115,32,5,1220,734919,0,22406,1,X,12,2024
1,0115,32,5,1220,69089,0,413,2,X,12,2024
1,0115,33,5,1220,243969,0,14853,1,X,12,2024
1,0115,33,5,1220,37786,0,3206,2,X,12,2024
1,0115,34,5,1220,230635,0,10181,1,X,12,2024
1,0115,34,5,1220,5569,0,265,2,X,12,2024
1,0115,35,5,1220,105078,0,7822,1,X,12,2024
1,0115,35,5,1220,184213,0,2521,2,X,12,2024
1,0115,38,5,1220,254167,0,13935,1,X,12,2024
1,0115,38,5,1220,163416,0,5622,2,X,12,2024
1,0115,39,5,1220,3061924,0,108083,1,X,12,2024
1,0115,39,5,1220,300612,0,9321,2,X,12,2024
1,0115,39,8,1220,3125,0,106,1,X,12,2024
1,0115,40,5,1220,254656,0,8153,1,X,12,2024
1,0115,40,5,1220,61547,0,3685,2,X,12,2024
1,0115,42,5,1220,61216,0,888,2,X,12,2024
1,0115,44,5,1220,384410,0,10264,1,X,12,2024
1,0115,44,5,1220,35893,0,703,2,X,12,2024
1,0115,47,5,1220,373033,0,14776,1,X,12,2024
1,0115,47,5,1220,465845,0,3081,2,X,12,2024
1,0115,47,6,1220,561699,0,39048,1,X,12,2024
1,0115,48,5,1220,2261655,0,148098,1,X,12,2024
1,0115,48,5,1220,21312,0,1178,2,X,12,2024
1,0115,49,5,1220,178556,0,5729,1,X,12,2024
1,0115,49,5,1220,16141,0,144,2,X,12,2024
1,0115,52,5,1220,7185,0,105,2,X,12,2024
1,0115,54,5,1220,46105,0,898,1,X,12,2024
1,0115,54,5,1220,7212,0,421,2,X,12,2024
1,0115,56,5,1220,259744,0,3748,1,X,12,2024
1,0115,56,5,1220,6598,0,178,2,X,12,2024
1,0115,57,5,1220,9347,0,154,2,X,12,2024
1,0115,58,5,1220,7677,0,468,1,X,12,2024
1,0115,59,5,1220,63971,0,787,2,X,12,2024
1,0115,60,5,1220,33491,0,930,1,X,12,2024
1,0115,61,5,1220,4217,0,295,1,X,12,2024
1,0115,61,5,1220,45409,0,1361,2,X,12,2024
1,0115,62,5,1220,21901,0,520,1,X,12,2024
1,0115,62,5,1220,37934,0,698,2,X,12,2024
1,0115,63,5,1220,27904,0,832,1,X,12,2024
1,0115,63,5,1220,526009,0,13443,2,X,12,2024
1,0115,64,5,1220,8928,0,565,2,X,12,2024
1,0115,65,5,1220,16158,0,314,1,X,12,2024
1,0115,68,5,1220,124650,0,5324,1,X,12,2024
1,0115,68,5,1220,4492,0,491,2,X,12,2024
1,0115,69,5,1220,64912,0,4451,1,X,12,2024
1,0115,69,5,1220,7728,0,151,2,X,12,2024
1,0115,70,5,1220,312674,0,9451,1,X,12,2024
1,0115,70,5,1220,24362,0,475,2,X,12,2024
1,0115,72,5,1220,167484,0,8211,1,X,12,2024
1,0115,72,5,1220,28627,0,2184,2,X,12,2024
1,0115,73,5,1220,1550359,0,50208,1,X,12,2024
1,0115,73,5,1220,373670,0,17870,2,X,12,2024
1,0115,74,5,1220,236437,0,2647,1,X,12,2024
1,0115,74,5,1220,43286,0,461,2,X,12,2024
1,0115,75,5,1220,2704,0,52,1,X,12,2024
1,0115,75,5,1220,12872,0,250,2,X,12,2024
1,0115,76,5,1220,739633,0,55323,1,X,12,2024
1,0115,76,5,1220,77110,0,3390,2,X,12,2024
1,0115,76,8,1220,4182,0,90,1,X,12,2024
1,0115,82,5,1220,270980,0,8507,1,X,12,2024
1,0115,82,5,1220,50723,0,1616,2,X,12,2024
1,0115,83,5,1220,182213,0,6281,1,X,12,2024
1,0115,83,5,1220,23982,0,430,2,X,12,2024
1,0115,84,5,1220,9801693,0,153892,1,X,12,2024
1,0115,84,5,1220,4835794,0,79213,2,X,12,2024
1,0115,85,5,1220,3979085,0,63715,1,X,12,2024
1,0115,85,5,1220,2241357,0,43488,2,X,12,2024
1,0115,85,6,1220,76678,0,3651,2,X,12,2024
1,0115,86,5,1220,152232,0,1734,1,X,12,2024
1,0115,86,5,1220,9851,0,146,2,X,12,2024
1,0115,87,5,1220,2373574,0,60859,1,X,12,2024
1,0115,87,5,1220,903746,0,21412,2,X,12,2024
1,0115,88,5,1220,133923,0,2163,1,X,12,2024
1,0115,88,5,1220,12465,0,904,2,X,12,2024
1,0115,89,5,1220,68282,0,2577,1,X,12,2024
1,0115,90,5,1220,1751749,0,11874,1,X,12,2024
1,0115,90,5,1220,925630,0,17379,2,X,12,2024
1,0115,93,5,1220,40304,0,34,1,X,12,2024
1,0115,93,5,1220,3352,0,75,2,X,12,2024
1,0115,94,5,1220,654494,0,18938,1,X,12,2024
1,0115,94,5,1220,318828,0,14516,2,X,12,2024
1,0115,95,5,1220,38255,0,928,1,X,12,2024
1,0115,95,5,1220,100649,0,2298,2,X,12,2024
1,0115,95,8,1220,4312,0,157,1,X,12,2024
1,0115,96,5,1220,256089,0,6015,1,X,12,2024
1,0115,96,5,1220,46786,0,1119,2,X,12,2024
1,0115,97,5,1220,3515,0,76,1,X,12,2024
1,0115,98,5,1220,11278,0,35,2,X,12,2024
1,0118,39,5,1220,18547,0,475,1,X,12,2024
1,0118,87,5,1220,3731,0,62,1,X,12,2024
1,0127,20,5,1220,949449,0,18559,1,X,12,2024
1,0127,27,5,1220,22377,0,1331,1,X,12,2024
1,0127,31,5,1220,82013,0,3210,1,X,12,2024
1,0127,38,5,1220,13713,0,338,1,X,12,2024
1,0127,39,5,1220,131546,0,7640,1,X,12,2024
1,0127,44,5,1220,7928,0,1003,1,X,12,2024
1,0127,48,5,1220,43019,0,4834,1,X,12,2024
1,0127,49,5,1220,4956,0,167,1,X,12,2024
1,0127,84,5,1220,23235,0,449,1,X,12,2024
1,0127,98,5,1220,3617,0,280,1,X,12,2024
1,01XX,03,1,1220,5311185,599043,76081,1,X,12,2024
1,01XX,05,1,1220,446172,138144,4416,1,X,12,2024
1,01XX,22,1,1220,51450,9639,3992,1,X,12,2024
1,01XX,22,1,1220,5368,4036,416,2,X,12,2024
1,01XX,27,1,1220,6492592,55115410,3158,2,X,12,2024
1,01XX,38,3,1220,225654,708,693,1,X,12,2024
1,01XX,39,3,1220,11093,230,416,2,X,12,2024
1,01XX,71,3,1220,41304,9,635,2,X,12,2024
1,01XX,75,3,1220,112155,1400,3158,1,X,12,2024
