TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0115,54,5,1220,16497,0,288,2,X,01,2025
1,0115,55,5,1220,15051,0,376,1,X,01,2025
1,0115,56,5,1220,251954,0,6367,1,X,01,2025
1,0115,56,5,1220,15784,0,505,2,X,01,2025
1,0115,57,5,1220,21910,0,449,2,X,01,2025
1,0115,58,5,1220,7671,0,54,1,X,01,2025
1,0115,59,5,1220,173510,0,5200,1,X,01,2025
1,0115,59,5,1220,26377,0,1312,2,X,01,2025
1,0115,60,5,1220,3268,0,266,1,X,01,2025
1,0115,61,5,1220,54742,0,1879,2,X,01,2025
1,0115,62,5,1220,96454,0,741,2,X,01,2025
1,0115,63,5,1220,19392,0,558,1,X,01,2025
1,0115,63,5,1220,548715,0,12262,2,X,01,2025
1,0115,64,5,1220,10207,0,266,2,X,01,2025
1,0115,65,5,1220,26983,0,450,1,X,01,2025
1,0115,68,5,1220,256523,0,14822,1,X,01,2025
1,0115,68,5,1220,81020,0,2374,2,X,01,2025
1,0115,69,5,1220,19505,0,1207,1,X,01,2025
1,0115,69,5,1220,37470,0,1926,2,X,01,2025
1,0115,70,5,1220,406093,0,15212,1,X,01,2025
1,0115,70,5,1220,51546,0,1081,2,X,01,2025
1,0115,71,5,1220,2662267,0,26476,1,X,01,2025
1,0115,72,5,1220,134985,0,10808,1,X,01,2025
1,0115,72,5,1220,42824,0,423,2,X,01,2025
1,0115,73,5,1220,1632785,0,61235,1,X,01,2025
1,0115,73,5,1220,270816,0,18173,2,X,01,2025
1,0115,74,5,1220,223697,0,2245,1,X,01,2025
1,0115,74,5,1220,45896,0,1185,2,X,01,2025
1,0115,75,5,1220,26954,0,521,1,X,01,2025
1,0115,76,5,1220,860642,0,47107,1,X,01,2025
1,0115,76,5,1220,20338,0,889,2,X,01,2025
1,0115,80,5,1220,9687,0,588,1,X,01,2025
1,0115,81,5,1220,8300,0,115,1,X,01,2025
1,0115,82,5,1220,173193,0,4315,1,X,01,2025
1,0115,82,5,1220,88411,0,2476,2,X,01,2025
1,0115,83,5,1220,151447,0,2577,1,X,01,2025
1,0115,83,5,1220,93431,0,1290,2,X,01,2025
1,0115,84,5,1220,11171496,0,183339,1,X,01,2025
1,0115,84,5,1220,2932621,0,63849,2,X,01,2025
1,0115,85,5,1220,2790954,0,45588,1,X,01,2025
